CaseAcc,Animal,DateCollected,Age,Sex,waypoint,Measurement,MeasureValue,MeasurementUnit
21311-3,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Weight carcass,202.8,g
21311-3,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Weight liver,1.22,g
21311-4,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Fork length,23.7,cm
21311-4,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Total length,24.8,cm
21311-4,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Weight carcass,239.7,g
21311-4,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Weight liver,1.2,g
21311-6,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Fork length,22.3,cm
21311-6,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Total length,22.9,cm
21311-6,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Weight carcass,203.9,g
21311-6,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Weight liver,1.204,g
21311-7,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Fork length,22.1,cm
21311-7,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Total length,23,cm
21311-7,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Weight carcass,175.2,g
21311-7,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Weight liver,1.77,g
21311-8,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Fork length,23,cm
21311-8,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Total length,23.1,cm
21311-8,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Weight carcass,209.5,g
21311-8,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Weight liver,1.05,g
21311-10,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Fork length,20,cm
21311-10,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Total length,20.8,cm
21311-10,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Weight carcass,128.7,g
21311-10,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Weight liver,1.35,g
21311-9,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Fork length,21,cm
21311-9,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Total length,22.2,cm
21311-9,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Weight carcass,162.6,g
21311-9,Snapper: Bluestriped,8/14/09,Adult,Female,Sand Island Oahu FR2,Weight liver,1.78,g
21311-2,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Fork length,24,cm
21311-2,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Total length,25.2,cm
21311-2,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Weight carcass,245.3,g
21311-2,Snapper: Bluestriped,8/14/09,Adult,Male,Sand Island Oahu FR2,Weight liver,2.54,g
21454-3,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Fork length,21.8,cm
21454-3,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Total length,22.9,cm
21454-3,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight carcass,181.2,g
21454-3,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight liver,1.423,g
21454-2,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Fork length,18.8,cm
21454-2,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Total length,20.3,cm
21454-2,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Weight carcass,130,g
21454-2,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Weight liver,1.395,g
21454-4,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Fork length,22.9,cm
21454-4,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Total length,24.4,cm
21454-4,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight carcass,222.4,g
21454-4,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight liver,1.793,g
21454-5,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Fork length,20.2,cm
21454-5,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Total length,21.3,cm
21454-5,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Weight carcass,138,g
21454-5,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Weight liver,1.381,g
21454-6,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Fork length,21.3,cm
21454-6,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Total length,22.6,cm
21454-6,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight carcass,194.3,g
21454-6,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight liver,3.94,g
21454-7,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Fork length,21.7,cm
21454-7,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Total length,22.5,cm
21454-7,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight carcass,189.2,g
21454-7,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight liver,1.39,g
21454-1,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Fork length,20.5,cm
21454-1,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Total length,21.2,cm
21454-1,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Weight carcass,165.6,g
21454-1,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Weight liver,2.191,g
21454-9,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Fork length,24.6,cm
21454-9,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Total length,25.7,cm
21454-9,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight carcass,280.7,g
21454-9,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight liver,2.07,g
21454-10,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Fork length,18.8,cm
21454-10,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Total length,19.6,cm
21454-10,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Weight carcass,114.2,g
21454-10,Snapper: Bluestriped,7/12/10,Adult,Female,Sand Island Oahu FR2,Weight liver,1.343,g
21454-8,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Fork length,26.4,cm
21454-8,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Total length,28.2,cm
21454-8,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight carcass,348.4,g
21454-8,Snapper: Bluestriped,7/12/10,Adult,Male,Sand Island Oahu FR2,Weight liver,2.751,g
21621-54,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Fork length,21.4,cm
21621-54,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Total length,22.7,cm
21621-54,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight carcass,178.4,g
21621-54,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight liver,2.06,g
21621-51,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Fork length,22.9,cm
21621-51,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Total length,24.3,cm
21621-51,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight carcass,234.6,g
21621-51,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight liver,2.79,g
21621-52,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Fork length,22,cm
21621-52,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Total length,23.1,cm
21621-52,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight carcass,181.4,g
21621-52,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight liver,1.34,g
21621-53,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Fork length,22.6,cm
21621-53,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Total length,23.5,cm
21621-53,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight carcass,212.8,g
21621-53,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight liver,2.18,g
21621-55,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Fork length,25.2,cm
21621-55,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Total length,26.4,cm
21621-55,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight carcass,269.3,g
21621-55,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight liver,1.96,g
21621-56,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Fork length,25.5,cm
21621-56,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Total length,27.2,cm
21621-56,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight carcass,280.4,g
21621-56,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight liver,2.4,g
21621-57,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Fork length,23.9,cm
21621-57,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Total length,24.6,cm
21621-57,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight carcass,233.4,g
21621-57,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight liver,2.87,g
21621-58,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Fork length,25.1,cm
21621-58,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Total length,26.6,cm
21621-58,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight carcass,280,g
21621-58,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight liver,2.87,g
21621-59,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Fork length,24.4,cm
21621-59,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Total length,25.9,cm
21621-59,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight carcass,256.3,g
21621-59,Snapper: Bluestriped,8/24/11,Adult,Male,Sand Island Oahu FR2,Weight liver,2.3,g
21621-60,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Fork length,21,cm
21621-60,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Total length,22.3,cm
21621-60,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight carcass,162.3,g
21621-60,Snapper: Bluestriped,8/24/11,Adult,Female,Sand Island Oahu FR2,Weight liver,1.28,g
21828-10,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Fork length,22,cm
21828-10,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Total length,23.6,cm
21828-10,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight carcass,182.4,g
21828-10,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight liver,1.53,g
21828-5,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Fork length,24.9,cm
21828-5,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Total length,27.1,cm
21828-5,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight carcass,277,g
21828-5,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight liver,1.64,g
21828-1,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Fork length,25,cm
21828-1,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Total length,25.7,cm
21828-1,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight carcass,273.5,g
21828-1,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight liver,2.17,g
21828-2,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Fork length,22.5,cm
21828-2,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Total length,24,cm
21828-2,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight carcass,205,g
21828-2,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight liver,2.19,g
21828-4,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Fork length,19.6,cm
21828-4,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Total length,20.8,cm
21828-4,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight carcass,144.8,g
21828-4,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight liver,1.35,g
21828-6,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Fork length,23.7,cm
21828-6,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Total length,25.2,cm
21828-6,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight carcass,220.6,g
21828-6,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight liver,2.02,g
21828-7,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Fork length,21.4,cm
21828-7,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Total length,22.5,cm
21828-7,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight carcass,181.6,g
21828-7,Snapper: Bluestriped,10/2/12,Adult,Female,Sand Island Oahu FR2,Weight liver,1.82,g
21828-8,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Fork length,24.9,cm
21828-8,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Total length,26.9,cm
21828-8,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight carcass,279.6,g
21828-8,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight liver,1.78,g
21828-9,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Fork length,26.8,cm
21828-9,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Total length,29,cm
21828-9,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight carcass,342,g
21828-9,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight liver,2.27,g
21828-3,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Fork length,19.6,cm
21828-3,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Total length,20.8,cm
21828-3,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight carcass,125.2,g
21828-3,Snapper: Bluestriped,10/2/12,Adult,Male,Sand Island Oahu FR2,Weight liver,0.62,g
21976-1,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Fork length,23.3,cm
21976-1,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Total length,24.3,cm
21976-1,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight carcass,214.7,g
21976-1,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight liver,3.898,g
21976-2,Snapper: Bluestriped,9/26/13,Adult,Male,Sand Island Oahu FR2,Fork length,22.3,cm
21976-2,Snapper: Bluestriped,9/26/13,Adult,Male,Sand Island Oahu FR2,Total length,24.2,cm
21976-2,Snapper: Bluestriped,9/26/13,Adult,Male,Sand Island Oahu FR2,Weight carcass,183.5,g
21976-2,Snapper: Bluestriped,9/26/13,Adult,Male,Sand Island Oahu FR2,Weight liver,1.65,g
21976-3,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Fork length,20.6,cm
21976-3,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Total length,21.7,cm
21976-3,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight carcass,145.8,g
21976-3,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight liver,1.49,g
21976-4,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Fork length,21.8,cm
21976-4,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Total length,23,cm
21976-4,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight carcass,180.9,g
21976-4,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight liver,1.68,g
21976-5,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Fork length,21.8,cm
21976-5,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Total length,22.7,cm
21976-5,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight carcass,172,g
21976-5,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight liver,1.84,g
21976-6,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Fork length,21.5,cm
21976-6,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Total length,23.3,cm
21976-6,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight carcass,172.8,g
21976-6,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight liver,1.32,g
21976-7,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Fork length,22.4,cm
21976-7,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Total length,23.3,cm
21976-7,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight carcass,208.7,g
21976-7,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight liver,1.9,g
21976-8,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Fork length,21.5,cm
21976-8,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Total length,22.4,cm
21976-8,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight carcass,182.8,g
21976-8,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight liver,1.6,g
21976-9,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Fork length,19.5,cm
21976-9,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Total length,20.8,cm
21976-9,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight carcass,126.2,g
21976-9,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight liver,0.95,g
21976-10,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Fork length,19.6,cm
21976-10,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Total length,20.8,cm
21976-10,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight carcass,131.7,g
21976-10,Snapper: Bluestriped,9/26/13,Adult,Female,Sand Island Oahu FR2,Weight liver,0.78,g
25120-37,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Fork length,25.2,cm
25120-37,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Total length,26.5,cm
25120-37,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight carcass,296.1,g
25120-37,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight liver,1.59,g
25120-38,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Fork length,24.7,cm
25120-38,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Total length,26,cm
25120-38,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Weight carcass,264.8,g
25120-38,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Weight liver,2.8,g
25120-39,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Fork length,25.1,cm
25120-39,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Total length,26.5,cm
25120-39,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight carcass,278.7,g
25120-39,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight liver,1.83,g
25120-40,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Fork length,23.3,cm
25120-40,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Total length,24.6,cm
25120-40,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Weight carcass,214.6,g
25120-40,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Weight liver,1.29,g
25120-36,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Fork length,25.3,cm
25120-36,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Total length,27,cm
25120-36,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight carcass,282.6,g
25120-36,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight liver,1.63,g
25120-35,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Fork length,26.2,cm
25120-35,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Total length,27.1,cm
25120-35,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight carcass,356.5,g
25120-35,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight liver,2.21,g
25120-31,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Fork length,19,cm
25120-31,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Total length,20.4,cm
25120-31,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Weight carcass,112,g
25120-31,Snapper: Bluestriped,11/16/14,Adult,Female,Sand Island Oahu FR2,Weight liver,0.69,g
25120-32,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Fork length,27.7,cm
25120-32,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Total length,30.1,cm
25120-32,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight carcass,448.9,g
25120-32,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight liver,2.44,g
25120-33,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Fork length,27.3,cm
25120-33,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Total length,29,cm
25120-33,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight carcass,362.5,g
25120-33,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight liver,2.9,g
25120-34,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Fork length,25.1,cm
25120-34,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Total length,26.5,cm
25120-34,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight carcass,283.3,g
25120-34,Snapper: Bluestriped,11/16/14,Adult,Male,Sand Island Oahu FR2,Weight liver,1.79,g
15499-6,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight carcass,236.4,g
15499-6,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight liver,1.236,g
15499-6,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Fork length,24,cm
15499-6,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Total length,24,cm
15499-2,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Weight carcass,132.4,g
15499-2,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Weight liver,0.93,g
15499-2,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Fork length,20,cm
15499-2,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Total length,20,cm
15499-3,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight carcass,314.2,g
15499-3,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight liver,3.32,g
15499-3,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Fork length,25.5,cm
15499-3,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Total length,25.5,cm
15499-5,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Weight carcass,169.5,g
15499-5,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Weight liver,1.298,g
15499-5,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Fork length,21.5,cm
15499-5,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Total length,21.5,cm
15499-1,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight carcass,186.3,g
15499-1,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight liver,1.355,g
15499-1,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Fork length,22,cm
15499-1,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Total length,23,cm
15499-7,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight carcass,243.4,g
15499-7,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight liver,2.209,g
15499-7,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Fork length,24,cm
15499-7,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Total length,24,cm
