CaseAcc,Animal,DateCollected,Age,Sex,waypoint,Measurement,MeasureValue,MeasurementUnit
25613-25,Snapper: Bluestriped,11/7/18,Adult,Male,Barbers Point FR1B,Total length,19,cm
25613-25,Snapper: Bluestriped,11/7/18,Adult,Male,Barbers Point FR1B,Weight carcass,107,g
25613-25,Snapper: Bluestriped,11/7/18,Adult,Male,Barbers Point FR1B,Weight liver,0.755,g
25613-21,Snapper: Bluestriped,11/7/18,Adult,Male,Barbers Point FR1B,Fork length,20,cm
25613-21,Snapper: Bluestriped,11/7/18,Adult,Male,Barbers Point FR1B,Total length,21.2,cm
25613-21,Snapper: Bluestriped,11/7/18,Adult,Male,Barbers Point FR1B,Weight carcass,139,g
25613-21,Snapper: Bluestriped,11/7/18,Adult,Male,Barbers Point FR1B,Weight liver,0.621,g
25613-22,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Fork length,23.5,cm
25613-22,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Total length,25,cm
25613-22,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Weight carcass,229,g
25613-22,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Weight liver,2.209,g
25613-23,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Fork length,19.5,cm
25613-23,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Total length,20.7,cm
25613-23,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Weight carcass,127,g
25613-23,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Weight liver,1.362,g
25613-24,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Fork length,22.2,cm
25613-24,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Total length,23.4,cm
25613-24,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Weight carcass,194,g
25613-24,Snapper: Bluestriped,11/7/18,Adult,Female,Barbers Point FR1B,Weight liver,1.294,g
25619-11,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Fork length,21.4,cm
25619-11,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Total length,22.8,cm
25619-11,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight carcass,175.9,g
25619-11,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight liver,1.018,g
25619-12,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Fork length,20.2,cm
25619-12,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Total length,21.3,cm
25619-12,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Weight carcass,150.9,g
25619-12,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Weight liver,1.571,g
25619-13,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Fork length,18.8,cm
25619-13,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Total length,20,cm
25619-13,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Weight carcass,113.3,g
25619-13,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Weight liver,0.837,g
25619-14,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Fork length,21,cm
25619-14,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Total length,22.6,cm
25619-14,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight carcass,170.2,g
25619-14,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight liver,0.873,g
25619-15,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Fork length,21.5,cm
25619-15,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Total length,23.1,cm
25619-15,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight carcass,184.4,g
25619-15,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight liver,0.996,g
25619-16,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Fork length,17.9,cm
25619-16,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Total length,18.9,cm
25619-16,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Weight carcass,95.8,g
25619-16,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Weight liver,0.463,g
25619-17,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Fork length,23.8,cm
25619-17,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Total length,25.8,cm
25619-17,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight carcass,237.4,g
25619-17,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight liver,1.41,g
25619-19,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Fork length,24.2,cm
25619-19,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Total length,25.9,cm
25619-19,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight carcass,260.9,g
25619-19,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight liver,1.414,g
25619-20,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Fork length,20.2,cm
25619-20,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Total length,21,cm
25619-20,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Weight carcass,149.1,g
25619-20,Snapper: Bluestriped,11/26/18,Adult,Female,Barbers Point FR1B,Weight liver,1.429,g
25619-18,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Fork length,17.9,cm
25619-18,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Total length,19.1,cm
25619-18,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight carcass,89.9,g
25619-18,Snapper: Bluestriped,11/26/18,Adult,Male,Barbers Point FR1B,Weight liver,0.406,g
25626-19,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Fork length,22,cm
25626-19,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Total length,23,cm
25626-19,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Weight carcass,179.5,g
25626-19,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Weight liver,1.912,g
25626-17,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Fork length,22.2,cm
25626-17,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Total length,22.6,cm
25626-17,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight carcass,194.6,g
25626-17,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight liver,2.494,g
25626-11,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Fork length,23,cm
25626-11,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Total length,24.3,cm
25626-11,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight carcass,216.5,g
25626-11,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight liver,1.591,g
25626-12,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Fork length,23.9,cm
25626-12,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Total length,24.8,cm
25626-12,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight carcass,228.3,g
25626-12,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight liver,1.51,g
25626-13,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Fork length,26.1,cm
25626-13,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Total length,28,cm
25626-13,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight carcass,323.2,g
25626-13,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight liver,2.292,g
25626-14,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Fork length,19.9,cm
25626-14,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Total length,21,cm
25626-14,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight carcass,123.6,g
25626-14,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight liver,0.784,g
25626-16,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Fork length,20.3,cm
25626-16,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Total length,21.1,cm
25626-16,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Weight carcass,141.5,g
25626-16,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Weight liver,1.135,g
25626-18,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Fork length,22.3,cm
25626-18,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Total length,23.3,cm
25626-18,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Weight carcass,183.3,g
25626-18,Snapper: Bluestriped,5/1/19,Adult,Female,Barbers Point FR1B,Weight liver,1.284,g
25626-20,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Fork length,22.1,cm
25626-20,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Total length,23.2,cm
25626-20,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight carcass,179.5,g
25626-20,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight liver,1.213,g
25626-15,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Fork length,22.4,cm
25626-15,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Total length,23.5,cm
25626-15,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight carcass,191.4,g
25626-15,Snapper: Bluestriped,5/1/19,Adult,Male,Barbers Point FR1B,Weight liver,1.332,g
25715-38,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Fork length,18.5,cm
25715-38,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Total length,19.6,cm
25715-38,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Weight carcass,96.1,g
25715-38,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Weight liver,0.695,g
25715-32,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Fork length,23.1,cm
25715-32,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Total length,24.5,cm
25715-32,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight carcass,213.8,g
25715-32,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight liver,1.437,g
25715-39,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Fork length,19.5,cm
25715-39,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Total length,20.9,cm
25715-39,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight carcass,119.2,g
25715-39,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight liver,0.764,g
25715-40,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Fork length,23.8,cm
25715-40,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Total length,25.1,cm
25715-40,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight carcass,228.6,g
25715-40,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight liver,1.58,g
25715-37,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Fork length,20.1,cm
25715-37,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Total length,21,cm
25715-37,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight carcass,132.9,g
25715-37,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight liver,0.748,g
25715-34,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Fork length,21,cm
25715-34,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Total length,22.4,cm
25715-34,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Weight carcass,161.5,g
25715-34,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Weight liver,1.252,g
25715-36,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Fork length,24.2,cm
25715-36,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Total length,25.6,cm
25715-36,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight carcass,244.5,g
25715-36,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight liver,1.752,g
25715-31,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Fork length,17.3,cm
25715-31,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Total length,18.2,cm
25715-31,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Weight carcass,82,g
25715-31,Snapper: Bluestriped,4/22/20,Adult,Female,Barbers Point FR1B,Weight liver,0.686,g
25715-33,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Fork length,21.8,cm
25715-33,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Total length,23.1,cm
25715-33,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight carcass,189.1,g
25715-33,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight liver,1.698,g
25715-35,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Fork length,21.1,cm
25715-35,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Total length,22.3,cm
25715-35,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight carcass,152.9,g
25715-35,Snapper: Bluestriped,4/22/20,Adult,Male,Barbers Point FR1B,Weight liver,1.267,g
25764-38,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Fork length,22.5,cm
25764-38,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Total length,23.8,cm
25764-38,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Weight carcass,202.5,g
25764-38,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Weight liver,1.529,g
25764-39,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Fork length,21.3,cm
25764-39,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Total length,22.7,cm
25764-39,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight carcass,164.3,g
25764-39,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight liver,1.103,g
25764-40,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Fork length,20.4,cm
25764-40,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Total length,21.7,cm
25764-40,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight carcass,150.4,g
25764-40,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight liver,0.811,g
25764-37,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Fork length,21.4,cm
25764-37,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Total length,22.6,cm
25764-37,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Weight carcass,180.3,g
25764-37,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Weight liver,1.222,g
25764-32,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Fork length,18.9,cm
25764-32,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Total length,19.6,cm
25764-32,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight carcass,114.6,g
25764-32,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight liver,0.822,g
25764-34,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Fork length,20.5,cm
25764-34,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Total length,21.6,cm
25764-34,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight carcass,134.4,g
25764-34,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight liver,0.663,g
25764-36,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Fork length,18.4,cm
25764-36,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Total length,18.9,cm
25764-36,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Weight carcass,98.4,g
25764-36,Snapper: Bluestriped,2/11/21,Adult,Female,Barbers Point FR1B,Weight liver,0.632,g
25764-31,Snapper: Bluestriped,2/11/21,Adult,Unknown,Barbers Point FR1B,Fork length,18.5,cm
25764-31,Snapper: Bluestriped,2/11/21,Adult,Unknown,Barbers Point FR1B,Total length,19,cm
25764-31,Snapper: Bluestriped,2/11/21,Adult,Unknown,Barbers Point FR1B,Weight carcass,100.4,g
25764-31,Snapper: Bluestriped,2/11/21,Adult,Unknown,Barbers Point FR1B,Weight liver,0.563,g
25764-33,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Fork length,19.9,cm
25764-33,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Total length,20.8,cm
25764-33,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight carcass,132.1,g
25764-33,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight liver,0.934,g
25764-35,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Fork length,20.4,cm
25764-35,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Total length,21,cm
25764-35,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight carcass,151.1,g
25764-35,Snapper: Bluestriped,2/11/21,Adult,Male,Barbers Point FR1B,Weight liver,0.76,g
25142-26,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Fork length,22.8,cm
25142-26,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Total length,24.2,cm
25142-26,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight carcass,186.8,g
25142-26,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight liver,0.879,g
25142-30,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Fork length,19.4,cm
25142-30,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Total length,20.4,cm
25142-30,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight carcass,118.7,g
25142-30,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight liver,0.699,g
25142-29,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Fork length,23.9,cm
25142-29,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Total length,25.1,cm
25142-29,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Weight carcass,221.9,g
25142-29,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Weight liver,1.644,g
25142-27,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Fork length,16.5,cm
25142-27,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Total length,17.4,cm
25142-27,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Weight carcass,66.8,g
25142-27,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Weight liver,0.311,g
25142-25,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Fork length,17.2,cm
25142-25,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Total length,17.7,cm
25142-25,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight carcass,77.5,g
25142-25,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight liver,0.274,g
25142-24,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Fork length,24.1,cm
25142-24,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Total length,25.6,cm
25142-24,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Weight carcass,242.6,g
25142-24,Snapper: Bluestriped,1/15/15,Adult,Female,Barbers Point FR2B,Weight liver,1.777,g
25142-23,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Fork length,16.1,cm
25142-23,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Total length,16.9,cm
25142-23,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight carcass,65,g
25142-23,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight liver,0.365,g
25142-22,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Fork length,20.2,cm
25142-22,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Total length,21.3,cm
25142-22,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight carcass,129.4,g
25142-22,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight liver,0.715,g
25142-21,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Fork length,23.8,cm
25142-21,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Total length,25.1,cm
25142-21,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight carcass,217,g
25142-21,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight liver,1.42,g
25142-28,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Fork length,23.3,cm
25142-28,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Total length,24.5,cm
25142-28,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight carcass,203.6,g
25142-28,Snapper: Bluestriped,1/15/15,Adult,Male,Barbers Point FR2B,Weight liver,1.068,g
25263-17,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Fork length,17.1,cm
25263-17,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Total length,18,cm
25263-17,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Weight carcass,78,g
25263-17,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Weight liver,0.65,g
25263-12,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Fork length,18.1,cm
25263-12,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Total length,19,cm
25263-12,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Weight carcass,93,g
25263-12,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Weight liver,0.48,g
25263-19,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Fork length,18.8,cm
25263-19,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Total length,19.7,cm
25263-19,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Weight carcass,104,g
25263-19,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Weight liver,0.47,g
25263-18,Snapper: Bluestriped,11/16/15,Adult,Male,Barbers Point FR2B,Fork length,18.1,cm
25263-18,Snapper: Bluestriped,11/16/15,Adult,Male,Barbers Point FR2B,Total length,18.6,cm
25263-18,Snapper: Bluestriped,11/16/15,Adult,Male,Barbers Point FR2B,Weight carcass,104,g
25263-18,Snapper: Bluestriped,11/16/15,Adult,Male,Barbers Point FR2B,Weight liver,0.45,g
25263-20,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Fork length,19.6,cm
25263-20,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Total length,20.1,cm
25263-20,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Weight carcass,126,g
25263-20,Snapper: Bluestriped,11/16/15,Adult,Female,Barbers Point FR2B,Weight liver,0.796,g
25263-16,Snapper: Bluestriped,11/16/15,Adult,Male,Barbers Point FR2B,Fork length,17.2,cm
